open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,month,year,day,day_of_week,quarter,date,per_change,movement
488.65,491.765,478.23,483.23,6242110.0,491.765,478.23,483.23,488.65,6374869.0,1.0,0.0,VOO,ARCX,4,2025,16,2,2,2025-04-16,-1.1091783485111961,0
496.03,499.27,493.42,494.09,8170500.0,499.27,493.42,494.09,496.03,8200583.0,1.0,0.0,VOO,ARCX,4,2025,15,1,2,2025-04-15,-0.3911053766909255,0
500.05,500.18,490.69,495.48,7437269.0,500.26,490.69,495.48,500.05,7701488.0,1.0,0.0,VOO,ARCX,4,2025,14,0,2,2025-04-14,-0.9139086091390848,0
480.69,493.0,478.0,490.55,11525100.0,493.0,478.0,490.55,480.69,11541195.0,1.0,0.0,VOO,ARCX,4,2025,11,4,2,2025-04-11,2.0512180407331155,1
489.15,490.29,468.33,482.06,16533480.0,490.3,468.33,482.06,489.15,16651303.0,1.0,0.0,VOO,ARCX,4,2025,10,3,2,2025-04-10,-1.4494531329857867,0
453.49,502.0612,453.16,499.1,28499321.0,502.0612,453.16,499.1,453.49,29286594.0,1.0,0.0,VOO,ARCX,4,2025,9,2,2,2025-04-09,10.05755363955104,1
479.68,482.48,449.6,456.74,18798412.0,482.49,449.6,456.74,479.68,19002684.0,1.0,0.0,VOO,ARCX,4,2025,8,1,2,2025-04-08,-4.782354903268845,0
449.54,480.725,442.8,463.56,31207980.0,480.76,442.8,463.56,449.54,31285267.0,1.0,0.0,VOO,ARCX,4,2025,7,0,2,2025-04-07,3.11874360457356,1
481.28,483.3,464.24,465.52,30889900.0,483.3,464.24,465.52,481.28,30966508.0,1.0,0.0,VOO,ARCX,4,2025,4,4,2,2025-04-04,-3.274601063829786,0
501.0,503.66,493.5,494.16,16174000.0,503.66,493.5,494.16,501.0,16226023.0,1.0,0.0,VOO,ARCX,4,2025,3,3,2,2025-04-03,-1.3652694610778393,0
510.14,521.46,509.9298,518.91,4681282.0,521.49,509.9298,518.91,510.14,6308643.0,1.0,0.0,VOO,ARCX,4,2025,2,2,2,2025-04-02,1.7191359234719843,1
512.36,517.35,508.88,515.8,7697017.0,517.35,508.88,515.8,512.36,7697017.0,1.0,0.0,VOO,ARCX,4,2025,1,1,2,2025-04-01,0.6714029198219885,1
505.31,515.33,502.64,513.91,8196668.0,515.33,502.64,513.91,505.31,8196668.0,1.0,0.0,VOO,ARCX,3,2025,31,0,1,2025-03-31,1.7019255506520683,1
519.76,520.46,510.16,510.8,5831793.0,520.46,510.16,510.8,519.76,5831793.0,1.0,0.0,VOO,ARCX,3,2025,28,4,1,2025-03-28,-1.7238725565645645,0
521.29,524.678,519.23,521.21,5534928.0,524.678,519.23,521.21,521.29,5534928.0,1.0,1.812,VOO,ARCX,3,2025,27,3,1,2025-03-27,-0.015346544150075244,0
530.56,531.41,522.6479,522.6479,4429626.0,531.41,523.1,520.8358,530.56,4429626.0,1.0,0.0,VOO,ARCX,3,2025,26,2,1,2025-03-26,-1.4912733715319468,0
530.59,531.6,529.11,530.65,6247200.0,531.6,529.11,530.65,530.59,6260199.0,1.0,0.0,VOO,ARCX,3,2025,25,1,1,2025-03-25,0.011308166380811065,0
526.48,530.36,525.88,529.39,8307735.0,530.39,525.88,529.39,526.48,22376267.0,1.0,0.0,VOO,ARCX,3,2025,24,0,1,2025-03-24,0.5527275490047044,1
515.79,520.95,514.66,520.26,5053000.0,520.95,514.655,520.26,515.79,5059011.0,1.0,0.0,VOO,ARCX,3,2025,21,4,1,2025-03-21,0.8666317687430986,1
517.96,524.615,517.33,520.13,4381289.0,524.615,517.32,520.13,517.96,6029737.0,1.0,0.0,VOO,ARCX,3,2025,20,3,1,2025-03-20,0.4189512703683603,1
517.54,524.96,516.42,521.33,5361100.0,524.96,516.4191,521.33,517.54,5373949.0,1.0,0.0,VOO,ARCX,3,2025,19,2,1,2025-03-19,0.7323105460447651,1
519.32,519.52,514.0708,515.91,4585974.0,519.52,514.0708,515.91,519.32,6010598.0,1.0,0.0,VOO,ARCX,3,2025,18,1,1,2025-03-18,-0.656627898020504,0
517.45,523.8399,517.1,521.41,5870827.0,523.84,517.08,521.41,517.45,6269843.0,1.0,0.0,VOO,ARCX,3,2025,17,0,1,2025-03-17,0.7652913324958783,1
511.28,518.42,510.84,517.46,7404200.0,518.42,510.84,517.46,511.28,7412261.0,1.0,0.0,VOO,ARCX,3,2025,14,4,1,2025-03-14,1.208731028008149,1
513.51,513.98,505.42,507.05,6064162.0,514.06,505.42,507.05,513.51,21649997.0,1.0,0.0,VOO,ARCX,3,2025,13,3,1,2025-03-13,-1.25800860742731,0
516.89,517.74,509.1,513.76,8323555.0,517.74,509.1,513.76,516.89,8590555.0,1.0,0.0,VOO,ARCX,3,2025,12,2,1,2025-03-12,-0.6055447000328882,0
514.33,517.5299,507.53,511.28,9849030.0,517.5299,507.53,511.28,514.33,11208914.0,1.0,0.0,VOO,ARCX,3,2025,11,1,1,2025-03-11,-0.5930044912799308,0
521.9,523.68,510.83,515.51,10305087.0,523.7,510.83,515.51,521.9,10653050.0,1.0,0.0,VOO,ARCX,3,2025,10,0,1,2025-03-10,-1.2243724851504094,0
524.9,530.88,520.13,529.51,7288300.0,530.88,520.13,529.51,524.9,7308280.0,1.0,0.0,VOO,ARCX,3,2025,7,4,1,2025-03-07,0.8782625261954684,1
529.19,533.4199,524.22,526.67,7183098.0,533.43,524.22,526.67,529.19,7228926.0,1.0,0.0,VOO,ARCX,3,2025,6,3,1,2025-03-06,-0.4761994746688515,0
530.25,537.7901,526.93,536.4,6128740.0,537.7901,526.93,536.4,530.25,6221745.0,1.0,0.0,VOO,ARCX,3,2025,5,2,1,2025-03-05,1.1598302687411557,1
533.06,538.2799,526.16,530.45,9813016.0,538.2799,526.16,530.45,533.06,10477435.0,1.0,0.0,VOO,ARCX,3,2025,4,1,1,2025-03-04,-0.4896259332907928,0
548.2,549.29,533.25,536.92,7259500.0,549.29,533.251,536.92,548.2,7289998.0,1.0,0.0,VOO,ARCX,3,2025,3,0,1,2025-03-03,-2.0576431959139154,0
538.42,546.89,535.58,546.33,7306300.0,546.89,535.58,546.33,538.42,7328051.0,1.0,0.0,VOO,ARCX,2,2025,28,4,1,2025-02-28,1.4691133315998817,1
548.83,549.88,537.6,537.97,5497000.0,549.88,537.6,537.97,548.83,5521351.0,1.0,0.0,VOO,ARCX,2,2025,27,3,1,2025-02-27,-1.9787548056775346,0
548.01,551.35,544.25,546.75,4169600.0,551.345,544.25,546.75,548.01,4180803.0,1.0,0.0,VOO,ARCX,2,2025,26,2,1,2025-02-26,-0.22992281162752337,0
549.18,549.77,542.17,546.41,5481400.0,549.77,542.1684,546.41,549.18,5491494.0,1.0,0.0,VOO,ARCX,2,2025,25,1,1,2025-02-25,-0.5043883608288688,0
553.61,554.51,548.5133,549.14,4655886.0,554.51,548.5133,549.14,553.61,4772255.0,1.0,0.0,VOO,ARCX,2,2025,24,0,1,2025-02-24,-0.807427611495462,0
561.1,561.2,551.27,551.75,6135500.0,561.2,551.265,551.75,561.1,6148694.0,1.0,0.0,VOO,ARCX,2,2025,21,4,1,2025-02-21,-1.6663696310818075,0
562.39,562.48,558.22,561.3,4442200.0,562.4845,558.22,561.3,562.39,4446782.0,1.0,0.0,VOO,ARCX,2,2025,20,3,1,2025-02-20,-0.19381567951066553,0
561.02,563.92,560.53,563.67,3853100.0,563.92,560.531,563.67,561.02,3857561.0,1.0,0.0,VOO,ARCX,2,2025,19,2,1,2025-02-19,0.47235392677622495,1
561.8,562.31,559.49,562.31,3804961.0,562.31,559.49,562.31,561.8,3844905.0,1.0,0.0,VOO,ARCX,2,2025,18,1,1,2025-02-18,0.09077963688145087,0
560.9,561.86,560.07,560.69,3380570.0,561.86,560.07,560.69,560.9,3380570.0,1.0,0.0,VOO,ARCX,2,2025,14,4,1,2025-02-14,-0.03743982884648292,0
555.87,560.87,554.695,560.67,3317913.0,560.88,554.695,560.67,555.87,3388498.0,1.0,0.0,VOO,ARCX,2,2025,13,3,1,2025-02-13,0.8635112526310027,1
551.0,555.915,550.395,554.81,3534464.0,555.915,550.39,554.81,551.0,3579483.0,1.0,0.0,VOO,ARCX,2,2025,12,2,1,2025-02-12,0.6914700544464512,1
554.1,557.12,553.99,556.65,2746600.0,557.115,553.99,556.65,554.1,2752923.0,1.0,0.0,VOO,ARCX,2,2025,11,1,1,2025-02-11,0.4602057390362668,1
555.44,556.7755,554.24,556.15,3407510.0,556.7755,554.24,556.15,555.44,3517552.0,1.0,0.0,VOO,ARCX,2,2025,10,0,1,2025-02-10,0.12782658793027557,0
558.1,559.2,551.79,552.2,10155200.0,559.2,551.795,552.2,558.1,10161554.0,1.0,0.0,VOO,ARCX,2,2025,7,4,1,2025-02-07,-1.0571582153735848,0
557.29,557.65,554.19,557.62,3593187.0,557.65,554.19,557.62,557.29,3606299.0,1.0,0.0,VOO,ARCX,2,2025,6,3,1,2025-02-06,0.05921513036301404,0
552.34,555.73,550.41,555.62,3403100.0,555.73,550.41,555.62,552.34,3424184.0,1.0,0.0,VOO,ARCX,2,2025,5,2,1,2025-02-05,0.5938371293044089,1
549.7,553.83,549.24,553.35,4027997.0,553.83,549.23,553.35,549.7,4181413.0,1.0,0.0,VOO,ARCX,2,2025,4,1,1,2025-02-04,0.6639985446607198,1
544.99,551.9599,542.99,549.7,7788367.0,551.9599,542.98,549.7,544.99,7824037.0,1.0,0.0,VOO,ARCX,2,2025,3,0,1,2025-02-03,0.8642360410282823,1
558.62,560.89,552.71,553.33,6233900.0,560.89,552.71,553.33,558.62,6243322.0,1.0,0.0,VOO,ARCX,1,2025,31,4,1,2025-01-31,-0.9469764777487314,0
555.37,557.77,552.41,556.3,4057226.0,557.78,552.38,556.3,555.37,4296538.0,1.0,0.0,VOO,ARCX,1,2025,30,3,1,2025-01-30,0.16745593028070474,0
555.17,555.5,550.97,553.41,4167800.0,555.5,550.9701,553.41,555.17,4174471.0,1.0,0.0,VOO,ARCX,1,2025,29,2,1,2025-01-29,-0.3170200118882488,0
552.3,556.65,549.22,555.85,4153200.0,556.65,549.22,555.85,552.3,4164674.0,1.0,0.0,VOO,ARCX,1,2025,28,1,1,2025-01-28,0.6427666123483738,1
546.93,551.39,546.84,551.23,7507052.0,551.39,546.83,551.23,546.93,7617385.0,1.0,0.0,VOO,ARCX,1,2025,27,0,1,2025-01-27,0.7862066443603513,1
560.76,561.66,558.02,559.01,3607300.0,561.66,558.02,559.01,560.76,3612141.0,1.0,0.0,VOO,ARCX,1,2025,24,4,1,2025-01-24,-0.312076467651045,0
557.04,560.7,556.8,560.7,6168360.0,560.7,556.8,560.7,557.04,6217878.0,1.0,0.0,VOO,ARCX,1,2025,23,3,1,2025-01-23,0.657044377423539,1
557.19,558.93,556.73,557.61,4768400.0,558.9299,556.73,557.61,557.19,4780036.0,1.0,0.0,VOO,ARCX,1,2025,22,2,1,2025-01-22,0.07537823722607352,0
552.32,554.46,550.5,554.46,5283100.0,554.46,550.5,554.46,552.32,5301678.0,1.0,0.0,VOO,ARCX,1,2025,21,1,1,2025-01-21,0.3874565469293138,1
548.92,551.12,547.68,549.46,6558651.0,551.12,547.68,549.46,548.92,6558651.0,1.0,0.0,VOO,ARCX,1,2025,17,4,1,2025-01-17,0.09837499089121864,0
546.35,546.51,543.39,544.24,3627700.0,546.51,543.39,544.24,546.35,3632752.0,1.0,0.0,VOO,ARCX,1,2025,16,3,1,2025-01-16,-0.3861993227784412,0
542.84,546.1299,541.7807,545.05,5281319.0,546.13,541.76,545.05,542.84,5307318.0,1.0,0.0,VOO,ARCX,1,2025,15,2,1,2025-01-15,0.4071181195195495,1
537.32,537.9064,531.8149,535.26,8766411.0,537.9064,531.8149,535.26,537.32,8820003.0,1.0,0.0,VOO,ARCX,1,2025,14,1,1,2025-01-14,-0.3833842030819733,0
529.4,534.91,529.02,534.58,5593800.0,534.91,529.02,534.58,529.4,5621011.0,1.0,0.0,VOO,ARCX,1,2025,13,0,1,2025-01-13,0.9784661881375263,1
538.71,538.75,532.0,533.89,7925600.0,538.75,532.0,533.89,538.71,7935202.0,1.0,0.0,VOO,ARCX,1,2025,10,4,1,2025-01-10,-0.8947300031556961,0
541.32,543.0,538.08,542.14,4268700.0,543.0,538.08,542.14,541.32,4316999.0,1.0,0.0,VOO,ARCX,1,2025,8,2,1,2025-01-08,0.1514815635852982,0
549.32,549.6,539.56,541.41,5377400.0,549.6,539.56,541.41,549.32,5383235.0,1.0,0.0,VOO,ARCX,1,2025,7,1,1,2025-01-07,-1.4399621350032916,0
548.28,551.43,545.82,547.57,5974300.0,551.43,545.82,547.57,548.28,5983435.0,1.0,0.0,VOO,ARCX,1,2025,6,0,1,2025-01-06,-0.12949587801851659,0
540.19,544.88,539.2,544.4,6416300.0,544.88,539.2,544.4,540.19,6419663.0,1.0,0.0,VOO,ARCX,1,2025,3,4,1,2025-01-03,0.7793554119846576,1
542.02,543.54,533.79,537.46,7135500.0,543.5399,533.795,537.46,542.02,7142698.0,1.0,0.0,VOO,ARCX,1,2025,2,3,1,2025-01-02,-0.8412973691007611,0
542.45,543.0651,537.4001,538.81,6040750.0,543.0651,537.4001,538.81,542.45,6040750.0,1.0,0.0,VOO,ARCX,12,2024,31,1,4,2024-12-31,-0.6710295879804774,0
540.56,544.09,537.4,540.99,6505089.0,544.09,537.4,540.99,540.56,6505089.0,1.0,0.0,VOO,ARCX,12,2024,30,0,4,2024-12-30,0.07954713630310488,0
549.37,549.62,543.2001,547.08,7077135.0,549.62,543.2001,547.08,549.37,7077135.0,1.0,0.0,VOO,ARCX,12,2024,27,4,4,2024-12-27,-0.4168411089065591,0
551.2,553.97,549.9201,552.81,9142.0,553.97,549.9201,552.81,551.2,4496268.0,1.0,0.0,VOO,ARCX,12,2024,26,3,4,2024-12-26,0.2920899854861937,1
548.06,552.9,547.54,552.82,3439250.0,552.9,547.54,552.82,548.06,3439250.0,1.0,0.0,VOO,ARCX,12,2024,24,1,4,2024-12-24,0.8685180454694933,1
543.31,547.36,540.32,547.19,7063355.0,547.36,540.32,547.19,543.31,7063355.0,1.0,1.739,VOO,ARCX,12,2024,23,0,4,2024-12-23,0.714141098083987,1
536.61,549.54,535.85,545.04,9389413.0,549.54,535.85,543.3015,536.61,9389413.0,1.0,0.0,VOO,ARCX,12,2024,20,4,4,2024-12-20,1.5709733325879036,1
543.69,545.09,538.66,538.94,8455268.0,545.1,538.65,538.94,543.69,16792125.0,1.0,0.0,VOO,ARCX,12,2024,19,3,4,2024-12-19,-0.8736596222111864,0
555.3,557.529,538.61,539.14,6504586.0,557.53,538.53,539.14,555.3,24584930.0,1.0,0.0,VOO,ARCX,12,2024,18,2,4,2024-12-18,-2.9101386637853355,0
555.47,556.39,554.29,555.45,6103300.0,556.385,554.29,555.45,555.47,6110880.0,1.0,0.0,VOO,ARCX,12,2024,17,1,4,2024-12-17,-0.003600554485387475,0
557.13,558.8,556.42,557.79,22841100.0,558.7983,556.415,557.79,557.13,22846779.0,1.0,0.0,VOO,ARCX,12,2024,16,0,4,2024-12-16,0.11846427225243089,0
557.51,558.16,554.2,555.61,4661200.0,558.16,554.2044,555.61,557.51,4666863.0,1.0,0.0,VOO,ARCX,12,2024,13,4,4,2024-12-13,-0.3408010618643571,0
557.67,558.2,555.62,555.65,4030700.0,558.2,555.62,555.65,557.67,4048602.0,1.0,0.0,VOO,ARCX,12,2024,12,3,4,2024-12-12,-0.36222138540713716,0
556.92,559.39,556.66,558.53,3266331.0,559.39,556.66,558.53,556.92,3514417.0,1.0,0.0,VOO,ARCX,12,2024,11,2,4,2024-12-11,0.2890899949723504,1
556.58,556.88,553.57,554.33,4073500.0,556.88,553.57,554.33,556.58,4110113.0,1.0,0.0,VOO,ARCX,12,2024,10,1,4,2024-12-10,-0.4042545546013151,0
558.71,558.865,555.38,555.91,4147290.0,558.865,555.38,555.91,558.71,4412276.0,1.0,0.0,VOO,ARCX,12,2024,9,0,4,2024-12-09,-0.5011544450609562,0
558.47,559.96,558.08,558.82,5130900.0,559.96,558.08,558.82,558.47,5134880.0,1.0,0.0,VOO,ARCX,12,2024,6,4,4,2024-12-06,0.06267122674450243,0
558.63,559.41,557.46,557.71,3008100.0,559.41,557.46,557.71,558.63,3021561.0,1.0,0.0,VOO,ARCX,12,2024,5,3,4,2024-12-05,-0.1646886132144638,0
556.83,558.88,556.17,558.64,5472100.0,558.88,556.171,558.64,556.83,5490321.0,1.0,0.0,VOO,ARCX,12,2024,4,2,4,2024-12-04,0.325054325377574,1
554.8,555.43,553.79,555.14,4196700.0,555.4301,553.79,555.14,554.8,4202906.0,1.0,0.0,VOO,ARCX,12,2024,3,1,4,2024-12-03,0.0612833453496813,0
554.36,555.57,553.89,555.01,5282639.0,555.57,553.89,555.01,554.36,5441011.0,1.0,0.0,VOO,ARCX,12,2024,2,0,4,2024-12-02,0.1172523270077165,0
551.29,554.7,551.07,553.45,3988700.0,554.7,551.07,553.45,551.29,3981847.0,1.0,0.0,VOO,ARCX,11,2024,29,4,4,2024-11-29,0.3918083041593502,1
552.04,552.38,549.11,550.55,3312219.0,552.38,549.11,550.55,552.04,3312219.0,1.0,0.0,VOO,ARCX,11,2024,27,2,4,2024-11-27,-0.2699079776827783,0
550.5,552.82,549.85,552.31,4425700.0,552.8199,549.85,552.31,550.5,4438574.0,1.0,0.0,VOO,ARCX,11,2024,26,1,4,2024-11-26,0.3287920072661118,1
551.2,552.38,547.2,549.23,4286600.0,552.38,547.1999,549.23,551.2,4305001.0,1.0,0.0,VOO,ARCX,11,2024,25,0,4,2024-11-25,-0.35740203193033876,0
545.82,548.05,545.37,547.47,5569500.0,548.0496,545.37,547.47,545.82,5574588.0,1.0,0.0,VOO,ARCX,11,2024,22,4,4,2024-11-22,0.3022974607013259,1
545.58,547.07,540.04,545.64,4526300.0,547.07,540.04,545.64,545.58,4530619.0,1.0,0.0,VOO,ARCX,11,2024,21,3,4,2024-11-21,0.01099747058175619,0
542.78,543.07,537.44,542.9,3920319.0,543.07,537.44,542.9,542.78,3949060.0,1.0,0.0,VOO,ARCX,11,2024,20,2,4,2024-11-20,0.02210840487858885,0
537.5,543.37,536.9,542.7,6970600.0,543.37,536.9,542.7,537.5,6978373.0,1.0,0.0,VOO,ARCX,11,2024,19,1,4,2024-11-19,0.9674418604651248,1
538.92,541.93,538.145,540.73,4233220.0,541.93,538.145,540.73,538.92,4504246.0,1.0,0.0,VOO,ARCX,11,2024,18,0,4,2024-11-18,0.33585689898316246,1
542.13,542.57,536.75,538.5,7354000.0,542.57,536.75,538.5,542.13,7360114.0,1.0,0.0,VOO,ARCX,11,2024,15,4,4,2024-11-15,-0.6695810967849032,0
549.1,549.57,544.88,545.54,3926800.0,549.57,544.88,545.54,549.1,3940282.0,1.0,0.0,VOO,ARCX,11,2024,14,3,4,2024-11-14,-0.6483336368603276,0
549.16,550.88,546.97,549.03,3692000.0,550.88,546.97,549.03,549.16,3701570.0,1.0,0.0,VOO,ARCX,11,2024,13,2,4,2024-11-13,-0.023672518027532133,0
550.39,550.94,546.43,548.75,4809100.0,550.94,546.43,548.75,550.39,4818613.0,1.0,0.0,VOO,ARCX,11,2024,12,1,4,2024-11-12,-0.29797052998782436,0
551.43,551.73,548.85,550.4,4885000.0,551.73,548.85,550.4,551.43,4893129.0,1.0,0.0,VOO,ARCX,11,2024,11,0,4,2024-11-11,-0.1867870808624799,0
548.07,551.24,548.06,549.95,6793700.0,551.24,548.06,549.95,548.07,6797976.0,1.0,0.0,VOO,ARCX,11,2024,8,4,4,2024-11-08,0.3430218767675653,1
545.22,548.475,545.1801,547.53,5438646.0,548.475,545.15,547.53,545.22,6051276.0,1.0,0.0,VOO,ARCX,11,2024,7,3,4,2024-11-07,0.4236821833388257,1
541.65,544.14,538.17,543.3,7254773.0,544.14,538.17,543.3,541.65,7483337.0,1.0,0.0,VOO,ARCX,11,2024,6,2,4,2024-11-06,0.30462475768484765,1
524.72,530.17,524.48,530.1,2917312.0,530.17,524.48,530.1,524.72,3300279.0,1.0,0.0,VOO,ARCX,11,2024,5,1,4,2024-11-05,1.0253087360878175,1
525.06,526.28,522.0301,523.8,3530559.0,526.28,522.0301,523.8,525.06,3681461.0,1.0,0.0,VOO,ARCX,11,2024,4,0,4,2024-11-04,-0.23997257456290538,0
525.16,529.08,524.54,524.94,6103800.0,529.08,524.5401,524.94,525.16,6106942.0,1.0,0.0,VOO,ARCX,11,2024,1,4,4,2024-11-01,-0.041891994820609645,0
529.09,529.23,522.51,522.67,7972774.0,529.23,522.51,522.67,529.09,7972774.0,1.0,0.0,VOO,ARCX,10,2024,31,3,4,2024-10-31,-1.2134041467425338,0
534.35,536.2,532.59,533.16,3045500.0,536.2,532.59,533.16,534.35,3067015.0,1.0,0.0,VOO,ARCX,10,2024,30,2,4,2024-10-30,-0.2227004772153185,0
533.12,535.82,531.75,534.77,3018200.0,535.82,531.75,534.77,533.12,3027611.0,1.0,0.0,VOO,ARCX,10,2024,29,1,4,2024-10-29,0.30949879951980364,1
535.53,535.57,533.67,533.92,3391000.0,535.57,533.6708,533.92,535.53,3407971.0,1.0,0.0,VOO,ARCX,10,2024,28,0,4,2024-10-28,-0.3006367523761533,0
534.65,537.26,531.41,532.26,4318600.0,537.2601,531.414,532.26,534.65,4327190.0,1.0,0.0,VOO,ARCX,10,2024,25,4,4,2024-10-25,-0.4470214158795448,0
533.17,533.18,530.04,532.47,4469900.0,533.18,530.04,532.47,533.17,4477762.0,1.0,0.0,VOO,ARCX,10,2024,24,3,4,2024-10-24,-0.1312902076260727,0
534.28,534.72,528.02,531.27,5213200.0,534.72,528.02,531.27,534.28,5227754.0,1.0,0.0,VOO,ARCX,10,2024,23,2,4,2024-10-23,-0.5633750093583872,0
534.11,537.27,533.47,536.16,3360061.0,537.28,533.47,536.16,534.11,3366595.0,1.0,0.0,VOO,ARCX,10,2024,22,1,4,2024-10-22,0.3838160678511832,1
536.72,537.61,533.71,536.53,3324851.0,537.61,533.71,536.53,536.72,3671431.0,1.0,0.0,VOO,ARCX,10,2024,21,0,4,2024-10-21,-0.03540020867492446,0
536.9,538.1,535.56,537.36,5067300.0,538.1,535.56,537.36,536.9,5070412.0,1.0,0.0,VOO,ARCX,10,2024,18,4,4,2024-10-18,0.08567703482958398,0
538.62,538.76,535.15,535.3,3221400.0,538.76,535.15,535.3,538.62,3225297.0,1.0,0.0,VOO,ARCX,10,2024,17,3,4,2024-10-17,-0.6163900337900654,0
532.93,535.73,532.215,535.22,2532600.0,535.73,532.215,535.22,532.93,3237216.0,1.0,0.0,VOO,ARCX,10,2024,16,2,4,2024-10-16,0.4296999605952147,1
537.38,537.61,531.82,532.98,4811330.0,537.61,531.82,532.98,537.38,4811330.0,1.0,0.0,VOO,ARCX,10,2024,15,1,4,2024-10-15,-0.8187874502214405,0
